draft_number,years_education,income
328,11,30021.09
152,18,124869.9
174,16,56884.06
313,12,54100.22
96,14,32908.61
355,11,43518.87
260,16,96765.45
164,18,74318.27
186,12,91835.59
144,11,42107.94
225,14,43220.39
334,14,14268.3
353,16,93522.71
361,14,100311.3
129,16,77823.95
57,19,84603.58
262,13,27203.18
11,16,52996.49
58,17,16589.76
140,13,103808.1
29,15,53738.02
262,12,53450.91
236,12,67608.88
265,16,85874.77
356,19,81710.06
277,15,65273.28
336,15,68330.96
168,16,77592.48
124,14,34021.05
141,12,54024.84
35,18,76009.51
13,20,104095.6
9,16,63277.84
140,15,0
13,17,79503.81
304,15,93967.66
114,17,67391.41
129,14,58211.75
67,13,34558.52
51,16,69667.82
55,15,78875.86
71,17,73009.2
119,14,14880.41
221,12,63291.82
23,15,85859.54
346,16,51779.77
332,13,73282.84
88,14,63414.69
251,16,33143.24
43,16,39315.71
300,14,84692.1
334,13,27673.74
183,13,29201.96
108,13,30029.69
116,11,14449.17
206,15,51749.6
156,14,66464.12
254,10,33985.75
54,17,62079.65
109,13,74959.02
5,17,26137.01
150,12,27294.05
13,20,87555.19
334,16,67831.96
140,15,59925.69
157,14,63702.08
252,15,61973.39
54,15,32471.08
322,14,92393.08
136,15,43196.4
152,11,17946.13
258,11,58204.91
154,17,64823.98
180,12,38117.66
277,15,51504.33
288,16,115830.1
352,13,54121.85
241,15,43752.88
241,16,59776.17
287,16,49479.88
342,15,77787.52
115,13,35428.46
340,16,76018.2
150,13,48902.86
236,16,71622.84
146,17,30378.25
69,18,77172.05
286,15,24950.03
60,19,68312.32
81,16,81924.26
365,15,46490.91
93,16,67565.93
54,17,58898.32
204,18,95023.98
170,18,136840.1
186,15,50646.46
241,17,117669.1
260,17,123598.4
360,17,70807.87
355,12,65883.17
14,19,31338.88
191,15,21465.85
108,14,110318.7
271,17,104936.5
243,18,101559.7
345,13,44121.3
57,15,50774.5
181,11,44120.21
255,15,100608.2
112,17,72259.11
307,16,102103.8
191,16,83886.15
298,14,21937.06
287,15,44483.07
284,16,51277.16
276,14,31065.45
245,14,28962.6
257,16,52741.05
341,15,63044.46
60,14,70124.82
170,18,60788.45
103,12,34809.59
81,19,74423.75
81,16,81406.53
58,16,76362.66
233,13,65338.21
221,14,45697.39
365,15,58678.68
352,17,13764.75
256,15,65473.25
43,16,67018.92
226,14,47451.55
334,18,147392.2
221,19,89943.12
202,12,29105.99
175,14,68424.11
251,16,53654.97
50,18,120483.8
10,14,38460.46
202,14,45294.84
162,17,67798.75
292,16,100615.9
49,18,113227
361,14,146633.5
351,15,46548.33
187,12,48999.7
81,14,57014.19
32,13,52605.64
321,12,42221.09
115,11,29772.65
323,18,37296.23
147,14,25697.73
110,16,70619.83
359,14,53623.08
276,19,79510.88
323,12,63134.11
105,16,73567.77
280,17,94765.22
128,15,116260
203,19,55878.07
111,14,40065.4
347,15,65212.71
284,12,51233.12
202,18,57337.55
52,18,108752.9
54,15,72832.45
348,15,24726.86
359,15,83731.55
192,12,40287.59
80,14,28790.49
102,13,45635.91
230,15,81106.48
215,16,35415.5
257,16,101376.6
354,12,74052.16
362,14,97352.13
64,17,43516.94
338,16,43381.16
356,15,45373.46
16,19,79841.27
17,13,60169.17
311,14,16792.38
270,12,76833.52
277,18,91557.88
304,14,40286.8
38,15,30391.29
116,16,63148.85
198,18,68979.76
187,18,93157.52
74,13,39583.11
158,17,42440.88
227,13,42336.64
166,16,0
359,13,46702.07
362,13,23070.11
217,18,108233.7
236,18,67530.76
282,13,23596.02
164,11,62468.65
209,14,57803.25
354,17,145257.4
100,15,7725.596
23,13,32681.91
138,17,88028.16
362,15,82660.2
93,13,93046.32
94,15,54833.53
234,12,31635.22
45,17,71105.48
60,16,71483.41
260,17,123288.3
176,16,77579.35
354,15,72540.95
319,13,123779.8
281,16,47411.14
191,14,71524.14
335,14,46187.47
127,11,21832.56
8,16,106636.7
347,14,103130.4
272,13,32711.32
240,16,15088.82
345,15,78739.77
235,17,103359.6
59,16,61339.2
122,13,70154.42
121,14,56943.18
338,11,24171.31
252,14,35121.03
175,15,68651.55
14,19,52861.62
337,10,29239.79
257,15,95179.56
99,16,70089.82
143,15,83335.71
130,13,61363.08
126,12,50136.34
278,13,24535.24
22,13,52943
362,15,95704.19
190,16,69567.53
135,14,80717.63
76,17,81437.3
59,17,63986.84
69,15,75150.85
317,12,47199.08
5,19,66911.27
129,13,72570.56
123,13,61147.73
83,15,37947.25
194,13,53275.77
4,17,59288.16
155,16,110433
275,17,61272.58
271,12,56350.86
325,15,22868.37
161,18,45721.33
248,14,111801.3
184,15,106762.8
14,17,60591.9
248,12,37857.71
343,15,64974.19
285,13,75923.06
122,13,60600.32
324,14,83324.53
244,14,33879.68
196,17,106326.3
334,14,50553.63
305,15,86585.5
81,12,55582.84
65,16,107150.6
32,15,72671.41
134,15,75334.12
160,15,94613.17
31,15,41358.14
271,16,57165.62
289,15,61272.39
287,16,87960.48
353,16,56740.69
154,14,39001.64
260,13,31279.14
190,14,14251.81
28,17,68529.16
326,18,85008.7
243,14,47922.43
77,12,24335.71
174,17,58834.66
332,14,72035.05
234,15,30425.53
264,10,31094.18
98,16,106004.8
321,13,59389.23
232,18,86795.75
274,15,51774.71
260,12,37878.38
6,16,50193.07
355,20,97114.95
288,17,100792
279,15,49242.77
116,11,41290.76
141,12,76423.68
184,12,43331.35
68,19,59243.57
334,19,77668.23
64,16,51246.48
303,14,92785.46
40,13,52405.07
365,15,43154.54
203,14,64296.07
355,15,50895.07
345,18,47195.43
356,15,59385.5
136,17,128583.6
293,14,67372.59
175,13,86937.2
114,17,86185.67
184,12,32903.56
302,16,24598.23
241,16,68090.41
2,13,37545
220,11,53773.35
233,16,17556.76
353,15,46792.51
261,13,65265.96
283,14,83017.63
364,15,49507.83
207,18,0
27,20,86758.4
319,12,37875.84
204,14,41466.69
298,12,43426.45
307,15,76605.91
225,12,45783.73
157,14,67222.05
81,17,119516.4
3,16,138469.3
147,15,23552.49
185,14,39079.48
289,18,133212.9
47,18,38881.36
354,15,100713.2
86,10,41082.43
222,14,67820.09
193,12,23723.4
296,14,47208.8
4,16,135804.7
329,14,42677.86
117,13,56640.94
221,15,55117.18
40,17,40392.5
34,18,81343.98
62,17,32572.93
336,15,69318.61
238,13,40587.09
112,11,44783.54
360,14,65613.16
359,15,39295.01
365,16,96947.27
199,13,50952.4
132,15,34823.56
36,17,57871.39
63,16,59981.98
269,15,40462.31
114,16,70438.34
180,13,46616.17
303,12,16702.59
150,15,66223.64
256,16,7435.861
59,14,67342.95
194,19,85853.7
126,12,49427.58
361,14,56315.2
319,12,44486.71
66,13,41904.48
3,17,104013.8
54,21,94434.81
350,12,76335.34
176,18,88749.66
5,17,44527.35
78,16,47906.31
247,14,0
295,14,39430.94
258,16,94481.9
306,13,30721.11
323,15,4979.536
230,14,77011.98
355,13,43106.17
218,16,71652.41
317,15,110018
136,17,79979.59
14,15,18819.96
365,12,19161.24
144,13,28999.73
40,19,113927.1
49,17,73964.33
319,16,72034.52
247,9,14024.52
76,17,103666.8
290,14,22886.95
131,12,18684.14
77,16,54465.56
148,16,45905.17
256,15,45093.53
260,14,61042.26
311,15,78358.42
191,14,77065.29
264,15,57627.22
148,14,60820.64
43,15,88499.55
28,14,77353.08
260,18,92713.28
319,17,40869.52
307,15,50495.59
304,15,48941.29
180,13,67979.5
87,15,73176.22
358,13,82312.18
119,18,85461.89
173,18,105546.5
129,11,43420.68
194,17,89768.31
290,11,51172.09
252,13,46277.82
227,14,42643.72
24,14,48771.89
137,12,47645.45
202,16,84493.95
345,15,47487.17
85,17,51023.75
36,20,93290.97
231,15,140655.2
35,18,86155.52
85,16,75567.88
8,15,66071.2
121,17,45296.99
192,15,87925.87
250,20,102458.3
133,16,57282.25
74,16,36477.36
12,15,68851.35
323,15,38379.51
111,18,43387.84
52,14,60721.3
189,14,40064.64
345,11,51872.16
263,13,66749.02
241,14,57991.22
285,14,60963.77
44,18,46856.37
322,14,35571.61
156,18,126566.9
347,13,50436.83
254,11,22342.34
28,19,89493.28
232,18,104489.2
132,16,64160.98
205,12,44252.98
317,17,67471.54
190,11,54652.54
328,16,10196.9
150,15,37202.25
185,12,80295.76
109,12,51441.91
308,15,72400.45
212,14,40705.59
250,15,72191.73
145,14,52551.59
320,11,28788.83
218,13,64537.36
19,15,46541.54
209,18,70241.42
192,17,79419.2
46,20,79766.23
315,18,104288.1
153,16,84525.51
162,14,127012.9
5,18,37707.65
307,15,81212.3
106,15,72802.76
340,12,44783.62
357,15,93456.39
152,16,45542.65
80,18,73985.58
343,18,110863.2
32,13,44035.25
263,14,54188.72
20,14,85896.19
255,15,23215.24
234,15,89383.1
232,13,59466.66
320,18,51170.72
195,13,43980.54
94,15,51271.66
251,13,47530.5
252,17,66662.81
220,11,20405.78
66,16,82901.31
266,14,71689.87
70,20,74463.44
30,18,84977.49
220,13,46614.74
328,17,59374.53
131,14,62964.49
165,19,107115.2
93,13,9331.035
177,15,74460.05
38,16,53944.29
86,15,58423.75
318,15,107146.2
12,19,138215.8
313,13,46030.17
203,16,21395.18
157,16,118306.5
248,13,45291.48
81,11,22087.65
170,13,80798.75
282,16,96929.67
43,15,48463.06
304,17,84303.48
49,16,44883.33
244,12,47525.98
16,14,50758.89
77,17,79962.72
220,13,68179.48
277,14,14967.41
276,19,126981.9
249,12,21610.27
186,16,68274.21
224,10,52343.38
297,13,44516.85
221,16,45111.79
167,12,44927.38
168,15,54940.19
100,14,19043.81
97,18,91388.27
236,16,93168.96
182,15,25224.61
219,16,97875.02
195,17,117394.2
82,15,92575.13
1,18,124901.2
172,14,109525.7
158,12,48331.39
78,16,38970.38
198,16,105379
189,14,62949.02
156,13,47270.64
97,17,83337.14
301,14,52056.17
132,16,47991.69
163,13,65799.16
171,16,91475.31
75,14,16825.31
331,15,98948.46
322,16,83928.23
23,17,81600.91
311,17,54132.56
288,12,32716.66
147,17,159512.5
237,17,45859.59
363,14,68442.37
117,15,120750.9
280,15,71159.83
185,15,60698.18
351,11,26982.16
175,14,90820.3
171,13,19954
60,17,80448.25
317,11,29218.77
105,15,54162.13
351,11,60158.69
199,19,131777.5
355,17,76647.57
355,16,79023.91
50,16,5636.158
59,16,51764.79
267,14,80633.7
296,17,99888.73
351,16,256.5714
312,12,16888.93
322,13,44849.76
251,17,66843.29
282,11,33889.39
309,14,115602.5
158,14,27008.37
333,17,74342.98
131,15,43292.21
95,11,18419.52
56,20,124105.1
242,19,104150.9
224,14,63560.08
323,11,43833.93
157,14,37451.91
153,16,68036.03
236,15,81934.95
75,17,136633.1
248,15,66355.57
106,13,24489.74
248,14,65870.07
200,16,80542.37
262,11,46389.34
345,14,66527.7
256,14,45117.81
91,13,22903.71
57,16,95257.04
350,15,84828.63
248,12,76209.05
202,14,81671.32
142,15,43031.55
161,16,88751.62
86,15,103788
201,17,27575.82
122,17,72874.15
163,11,52024.88
163,14,90741.07
344,15,42866.35
97,11,14872.53
120,15,56612.23
26,17,120919.4
246,14,57607.8
196,17,36528.41
6,16,105920.8
112,14,66498.07
69,21,134278.8
242,16,115867.9
312,15,11551.89
109,13,63459.29
37,17,67905.85
133,16,43877.3
194,13,80524.7
125,19,151279.3
309,17,38369.54
24,18,66263.78
325,14,30486.08
145,14,73463.19
331,12,54356.09
308,14,65488.33
162,18,74553.87
356,14,61460.76
302,14,81225.76
353,17,113411.8
69,19,95512.2
28,15,44414.79
14,19,143467.6
263,12,13836.93
111,10,38786.25
285,14,31253.86
73,18,60419.25
99,17,86476.48
199,11,31854.48
323,12,41781.12
67,16,114934.1
344,13,37579.74
6,15,35850.09
360,15,43684.65
324,15,16945.11
265,13,61398.88
229,15,20235.35
263,15,77510.75
124,17,117912.3
223,15,102520
5,14,79693.2
43,17,109226.8
218,12,24392.5
148,11,48717.33
88,14,33932.74
36,19,34387.35
302,15,40503.22
223,17,0
123,11,28683.42
261,10,18207.88
72,19,123942.6
21,16,96270.1
296,17,83574.02
152,13,55986.68
171,15,52583.8
165,15,117375.9
184,15,110852.2
257,15,56443.88
165,15,67664.46
306,12,45743.87
222,17,85828.04
70,18,34621.08
30,18,54350.65
365,14,17735.99
228,12,41913.87
43,18,83744.13
326,18,136413.2
194,13,49751.21
202,15,101330.7
284,16,31656.48
214,13,79727.05
274,19,54460.89
250,16,108267.7
17,19,60458.47
166,12,12132.81
228,14,46117.05
68,14,44694.5
338,16,74043.6
1,17,104676.3
216,16,55596.55
250,18,31936.54
107,11,44044.18
42,12,23543.66
134,15,26066.46
314,15,0
219,14,77518.49
142,19,79955.45
357,17,74324.95
305,16,70327.31
358,15,71804.05
202,15,76139.22
279,12,48474.12
211,14,65258.15
144,14,50882.27
265,14,78797.21
251,17,37431.53
272,15,74902.76
114,12,39783.4
38,17,134738.4
28,20,73672.04
51,19,62685.63
278,18,126518.5
14,17,64678.84
352,13,58527.35
194,12,20694.67
116,12,27990.31
72,19,109411.2
331,12,37883.91
255,15,69856.13
309,18,65223.13
222,14,47482.85
75,16,19187.54
61,16,119422.4
95,12,38030.92
34,21,116741.8
188,13,38831.89
2,19,149007.6
358,12,72959.82
97,13,23270.85
302,16,103371.2
99,16,79441.8
85,16,3062.92
125,17,36894.22
8,15,37696.43
65,15,39064.92
42,15,41621.9
308,15,71990.74
15,17,118165
255,16,65499.57
167,14,72153.75
10,15,83197.3
263,18,101540.5
29,12,26190.34
262,15,90305.66
112,15,44253.77
62,14,52866.41
308,17,86701.56
335,11,45614.08
89,15,33892.26
82,19,155308.5
11,12,36018.88
68,16,64186.95
150,13,77438.46
25,17,21575.57
200,14,51073.57
151,17,46662.11
99,16,89772.88
259,19,100183.8
263,16,60842.07
31,15,76188.13
347,12,31919.31
272,14,55992.25
100,11,75797.34
279,13,17435.12
241,14,73477.98
280,15,92833.5
125,15,97309.89
175,17,68203.13
257,17,96973.33
27,19,60933.64
222,12,60529.69
150,17,65560.66
117,14,38512.95
278,13,42916.7
126,17,50729.27
92,14,56388.29
53,17,72870.1
248,16,64311.91
261,13,30493.9
280,16,57719.78
83,12,69284.17
120,16,99182.16
300,13,46675.73
114,17,82167.95
196,14,44270.97
158,14,44483
91,16,53935.95
283,13,59307.88
290,14,45777.79
163,17,38061.03
278,16,72794.8
312,14,80838.34
41,16,78063.52
69,17,29844.53
249,13,28656.94
78,20,86560.45
323,15,52082.62
333,16,69678.38
43,20,69925.15
240,16,71040.55
219,14,42147.85
309,15,33824.02
245,13,60416.78
220,16,81926.16
265,10,32159.87
241,13,23981.95
359,14,75268.71
305,15,44794.46
338,16,116452.6
232,12,53345.02
320,15,41369.6
277,14,65033.23
126,14,65037
50,20,48783.32
122,13,79047.7
209,13,55253.12
348,13,20093.32
67,15,75741.08
163,16,117250.2
358,14,83008.65
330,13,31118.23
31,15,46088.7
266,12,57978.02
355,16,81091.07
47,17,96768.03
173,14,95496.16
82,12,10593.57
119,16,39997.84
338,17,102482.9
92,14,36161.74
18,20,118779.2
331,15,65033.46
90,13,64539.54
114,14,40334.58
103,15,112285.4
157,17,59786.79
184,16,11840.17
308,12,20761.79
1,15,90176.56
66,16,53624.93
362,18,97798.13
354,13,31395.46
326,12,43680.11
219,13,61245.83
288,13,61705.84
129,15,69347.68
246,11,24123.99
72,18,82765.83
128,13,2404.605
238,13,58560
184,12,69984.84
64,17,20765.15
40,16,86579.3
12,18,65633.22
272,13,45077.57
112,19,96632.59
107,15,91984.38
254,16,63612.58
253,13,37219.95
255,10,34869.05
313,15,73672.3
204,14,68662.34
74,19,89497.7
220,11,22803.19
96,10,31430.03
293,12,73514.3
306,13,43924.76
301,15,112455.7
348,14,42788.78
155,18,66833.45
199,14,37977.98
321,12,68191.91
342,11,24873.6
244,14,49158.72
198,15,95350.17
227,16,76938.03
184,13,58746.57
339,17,101362.5
1,20,23141.8
320,15,101229.3
206,12,56739.91
183,16,98048.12
312,10,29339.48
223,17,22235.09
340,14,41417.67
145,13,12804.8
317,12,81029.16
86,15,72915.88
226,11,17112.48
132,15,59173.75
331,14,51577.09
14,18,66226.72
250,14,100455.2
130,13,17170.02
179,17,146449.1
95,11,55174.41
322,13,74327.69
309,13,52263.26
232,16,40452.47
138,16,66288.52
251,13,70606.23
326,16,117012.8
319,16,74132.23
186,17,118640.2
25,16,28181.89
240,11,37102.98
110,14,36673.43
328,15,60277.05
296,16,54237.69
53,14,68773.78
295,15,71676.04
199,15,79069.8
138,12,44918.78
224,15,34244.96
321,13,42458.03
193,17,94165.08
54,17,58912.72
306,14,78116.27
337,14,51210.14
124,14,77913.7
316,12,22544.74
90,12,21523.51
86,14,52368.16
62,21,113356.1
98,14,66862.61
209,13,37253.13
62,20,136291.4
242,15,81927.74
143,16,50218.41
181,14,59944.59
225,13,67743.16
192,18,87026.86
43,16,85025.51
43,18,61203.99
273,11,47874.67
330,13,93550.72
119,14,93102.84
339,16,86436.05
230,14,49726.94
188,17,80357.45
267,15,105975.9
83,18,98991.8
19,17,153702
136,12,54502.11
76,19,138072.6
361,17,140116.9
256,14,42194.36
83,15,50098.96
96,17,56279.93
334,11,25964.43
229,13,75208.91
260,15,88368.56
83,11,60507.23
78,16,72714.12
74,17,31127.79
15,13,35914.09
362,12,60125.13
143,15,141850.7
309,10,35437.71
166,12,57968.31
30,17,67653.53
348,12,23113.6
156,10,51153.63
190,14,40605.62
35,18,58773.27
228,13,31323.78
258,11,34736.66
192,13,96931.66
211,16,102726.9
252,16,68482.38
24,19,116937.9
92,13,102478
171,11,22641.54
258,17,32400.42
273,15,55665.41
217,15,71558.47
24,17,84992.43
139,16,91130.75
1,16,45400.2
95,13,56532.57
108,14,87902.44
165,15,76297.38
70,20,112304.4
306,15,59139.37
159,15,45177.41
163,18,63416.54
225,12,29436.17
259,18,62580.21
103,15,19265.38
338,17,23517.48
333,11,42937.84
116,14,42161.46
217,13,28350.66
180,17,69738.71
139,10,30713.31
133,15,91439.7
112,13,19652.59
3,14,32541.08
179,16,94698.01
142,12,28569.71
99,15,44617.38
287,13,41079.8
42,17,53507.05
325,14,69010.09
317,14,106215.3
66,17,32429.85
120,14,36269.77
299,11,37166.93
135,15,18902.59
164,12,35348.73
121,12,60989.3
64,18,85109.28
314,14,3066.354
93,17,70101.73
243,15,58661.41
209,13,72553.64
203,12,60387.74
238,13,58337.22
53,14,20192.86
99,14,118295.8
50,16,51594.79
27,14,55121.78
200,13,90188.55
43,20,111652.1
231,15,68397.95
116,15,89453.2
46,16,71661.43
150,11,59219.12
254,17,91507.88
339,14,46761.63
294,15,61869.93
183,13,61449.02
270,17,60752.31
348,11,42767.46
340,11,3122.544
27,17,39436.61
25,15,32785.27
136,16,89399.38
94,17,46598.14
349,14,43758.97
42,14,9159.368
26,18,54877.55
237,10,50496.73
133,14,32322.44
9,20,51098.49
231,13,36221.67
279,11,25894.14
142,17,90801.15
15,16,88450.76
194,16,39467.84
130,14,50584.73
94,15,93787.7
136,19,171220.1
363,10,25472.81
318,16,33851.36
208,13,37336.77
191,14,43200.81
112,18,85923.53
360,13,64217.91
80,20,88984.42
225,16,51303.89
291,15,110949.2
291,14,44153.81
97,15,57207.7
225,12,0
49,20,27872.17
301,13,63020.57
185,16,66340.92
168,14,89129.95
265,13,45966.51
289,14,54016.29
114,12,57877.53
1,14,65251.33
203,14,88541.12
290,10,50672.26
81,18,86645.42
170,10,21197.52
85,12,99753.23
94,13,59283.69
6,15,89329.69
251,13,15195.21
344,16,38315.94
207,14,93489.01
18,16,81043.81
204,12,55543
241,18,77803.84
168,12,41101.96
87,16,106811.3
326,17,134855.5
300,14,71695.7
77,16,59033.72
13,20,98320.8
107,14,90713.52
238,13,69855.98
152,16,91436.13
22,18,69063.88
356,15,29057.49
180,15,89794.44
269,11,58934.52
43,15,36240.89
215,11,78729.22
23,16,84543.44
232,12,39609.23
165,14,73801.57
343,16,73670.66
341,17,55327.11
302,14,58248.63
236,13,35611.3
173,16,40736.62
257,18,59879.5
106,16,54171.95
240,17,97491.79
259,16,105787.1
322,13,37854.89
180,16,30539.23
27,18,61932.39
259,13,6255.756
46,13,28735.19
106,15,37608.75
126,16,80358.8
115,14,68481.45
267,10,32757.92
333,11,51501.74
143,14,43678.76
191,16,45551.38
45,17,51035.77
65,18,63998.84
118,17,80580.22
61,13,60894.83
25,15,43845.79
121,18,84995.24
74,15,31360.85
53,21,42924.39
278,16,67072.05
189,13,48648.16
3,15,64863.39
140,12,65504.3
139,15,30360.21
185,16,42697.21
66,16,93487.13
58,13,84809.95
311,13,46716.24
193,13,76070.27
133,13,72173.23
200,14,55183.35
85,15,52309.74
124,17,56891.2
284,16,55453.02
272,16,74290.15
128,13,23971.76
77,14,64130.88
21,13,45502.83
134,15,72945.59
360,14,60247.58
124,11,34340.25
361,16,59587.05
217,12,57269.96
35,17,114542.6
274,14,52787.72
120,12,46910.14
170,15,47209.5
149,12,56868.4
293,14,47058.73
357,16,75803.42
2,15,60977.25
31,12,34656.84
34,19,58996.73
359,13,77140.7
284,15,71192.16
334,15,41005.09
35,18,70214.24
21,15,46369.7
72,18,94498.95
324,18,45798.66
151,18,99698.87
82,11,46395.75
353,11,59340.1
189,13,35224.63
317,13,102620.1
115,13,37414.25
262,17,26215.29
115,18,95666.12
200,12,42319.18
113,12,34816.22
122,14,40902.33
138,11,43034.84
272,11,52732.73
215,19,88709.14
317,18,100802.5
167,11,41375.27
206,15,51756.48
365,14,46035.65
104,14,30383.66
304,14,49941.64
61,13,25450.49
10,17,47087.39
13,15,46416.08
294,10,25813.38
74,14,83135.52
192,17,86054.26
333,16,68084.89
309,17,106058.1
263,12,41400.69
349,16,104420.9
217,10,38977.79
291,17,73136.91
323,15,13853.4
114,12,26518
7,18,84810.37
347,10,44062.34
308,17,77627.03
150,13,75780.86
101,15,57057.76
78,16,70908.37
120,16,46601.43
114,14,47354.6
195,15,37751
109,14,26483.48
43,20,32708.07
62,15,70744.38
46,14,67193.91
249,15,62999.61
81,16,26319.95
277,14,47784.21
194,10,39849.45
167,17,149566.3
215,14,39332.47
316,17,0
8,17,76231.84
109,19,93954.04
220,10,45502.81
85,18,67443.3
12,13,11707.44
38,16,30301.13
207,16,117982.9
309,15,102082.2
1,18,55332.75
183,13,50824.33
169,13,85902.56
318,13,43731.87
266,11,19418.47
66,17,110039.3
328,14,36826.18
314,12,27116.96
335,16,60459.54
305,15,74767.09
214,15,52088.23
170,14,68399.81
318,12,26056.97
305,13,49780.76
296,11,12455.6
326,15,70380.14
222,16,51245.11
272,18,102790.7
305,17,99413.17
110,14,41148.36
95,15,39652.16
10,16,48271.89
92,11,27139.34
57,15,14755.24
355,14,42044.97
139,13,75862.12
52,14,28567.01
363,16,64260.63
68,15,107074
66,14,74079.41
95,18,122751.9
221,12,32253.73
276,14,98191.61
267,11,34536.85
178,12,37440.48
95,14,30299.35
148,14,90765.68
49,13,40127.96
141,18,136859
168,16,85093.3
296,15,53975.7
234,12,56782.24
69,13,47132.56
44,17,153270.2
104,12,41941.8
263,13,67532.32
266,15,75597.7
154,19,75242.7
233,16,65265.98
117,16,44729.87
131,10,22820.04
38,19,103124.1
172,18,84601.77
213,13,56145.31
85,13,54856
315,15,56619.47
209,14,41056.24
213,11,25683.11
55,13,75808.95
5,16,65266.36
283,14,37019.47
100,16,79200.92
252,14,45803.15
267,13,30913.67
9,16,66649.77
22,12,15992.53
6,19,62473.17
313,18,70327.01
361,16,73022.51
361,16,3851.684
239,10,30432.73
165,13,54452.43
151,15,58640.71
40,15,95087.25
336,10,49275.99
61,16,75127
145,16,70341.27
91,15,48153.99
277,12,37863.95
91,14,81311.66
98,18,54358.68
318,14,36639.56
49,13,31690.58
364,20,99792.45
298,16,66997.65
46,17,15541.14
342,14,64903.25
181,10,44584.44
27,19,108085.4
336,9,15725.06
324,15,24767.36
174,14,37203.44
165,18,121904.6
53,19,101620.3
131,12,8818.757
309,15,55916.02
279,19,131511.4
224,12,32664.86
211,14,55462.05
74,16,126051.8
306,15,39045.34
273,15,42397.23
36,18,85508.02
259,15,43101.21
355,12,52666.01
125,13,44119.01
319,16,63323.16
19,16,38847.03
364,14,101775.6
130,14,80689.77
328,14,50404.69
10,19,55785.46
145,13,67812.48
149,14,48288.27
129,15,89588.27
135,16,62704.37
225,15,112994.1
222,17,141391.4
348,17,69861.38
101,14,37187.46
233,14,45323.26
125,14,19046.66
298,15,62949.67
344,16,3086.812
356,19,116420.5
243,17,0
106,16,71417.52
185,13,68291.45
314,11,59068.17
240,14,76108.95
188,12,20494.88
109,14,43402.15
352,15,40707.55
90,15,84886.41
44,18,59283.05
277,15,78672.08
361,10,23736.28
231,17,99185.22
95,16,93396.48
208,13,28260.86
8,14,108246.8
55,14,48790.54
283,15,57633.66
166,18,51407.31
169,13,1510.674
222,14,52809.25
190,11,82659.19
79,15,73658.01
117,14,61338.05
282,13,95916.88
204,17,106251.2
225,12,49209.99
26,18,72669.13
339,14,56835.69
348,15,45041.59
112,14,46598.86
279,14,107999.3
331,13,51205.81
52,16,69644.38
56,19,97160.26
23,13,28529.71
209,14,76111.13
192,16,101555.9
220,17,60029.93
157,11,39197.05
233,18,118235.9
138,15,66582.07
12,15,64041.3
68,18,81496.52
136,18,68547.12
147,18,112514.6
211,16,48062.94
12,20,119803.2
91,12,52822.62
214,16,85995.66
138,20,91010.24
349,13,22561.85
179,14,79455.16
193,16,11708.65
292,13,59972.24
293,12,40196.13
118,10,53827.49
89,16,73416.57
275,13,15256.36
90,16,38.08006
133,16,106684
361,13,41002.86
40,17,50645.89
243,13,78702.6
240,14,49938.68
125,17,152220.7
153,16,13472.66
233,14,47738.95
98,10,30789.13
230,15,53553.45
258,15,65798.05
132,16,98042.18
362,18,108431.6
81,14,72610.16
356,17,145459.4
104,12,20415.51
239,15,64308.19
114,19,71055.2
58,15,62290.34
243,16,20092.24
254,14,18834.39
44,15,48647.24
101,10,53368.71
65,21,65128.85
74,16,68585.55
162,11,51109.85
118,18,60851.28
222,12,16557.99
253,15,10810.72
329,13,65239.87
256,18,73327.71
118,11,23914.82
131,16,143751.8
275,14,67278.39
144,15,87062.39
319,14,23715.83
291,14,46766.78
63,16,25664.78
253,15,84368.16
222,15,86900.41
205,13,41906.84
183,17,151121.8
8,15,60922.9
296,16,64786.05
198,18,61996.27
246,14,0
163,15,86575.51
115,12,62476.14
113,13,10351.54
68,17,51296.39
34,15,57063.8
222,13,50045.38
283,19,24513.67
41,17,69556.41
57,18,83600.45
122,13,66786.66
182,12,48220.86
359,19,155189.7
199,18,112294.6
168,11,40337.05
245,16,88943.15
179,17,93803.66
280,13,38682.34
129,13,46009.83
34,14,62113.3
85,12,54093.63
269,12,28519.6
141,12,42195.17
208,17,128792.8
293,15,57448.59
359,16,0
70,20,82709.43
173,18,65569.45
336,14,50672.79
186,15,36116.05
335,13,61088.89
21,17,45487.21
357,14,40133.63
142,13,77513.06
314,17,84388.7
323,18,78441.18
171,14,86515.3
336,18,83883.31
262,15,51255.12
145,15,64251.77
20,13,48346.86
231,13,45977.14
252,20,183742.5
109,15,94052.51
64,13,52762.07
239,15,4836.01
45,16,29853.59
221,14,72021.84
121,16,23799.47
166,15,13349.23
159,17,76890.72
122,16,27123.69
33,16,86909.01
305,16,65947.38
37,17,82653.06
353,15,43006.72
11,15,59012.9
144,12,19491.44
104,14,32221.51
161,15,77222.3
187,14,85658.33
11,20,89214.29
75,14,54741.98
76,15,43199.45
174,15,101405.6
211,11,56264.66
331,15,65448.49
58,18,53232.26
327,18,72239.58
209,16,63033.42
67,16,90614.27
11,14,63290.37
338,13,103574.5
33,16,62546.01
41,16,45418.95
50,16,39154.28
227,16,72518.77
152,18,79403.72
258,13,39972.75
3,13,52019.75
234,17,138773.1
82,15,46763.95
47,17,78119.28
210,16,68018.23
100,11,17450.87
179,14,63843.91
