studyno,treat_ad,cluster,name_recall,positive_impression
1,1,"Study 1, Cluster Number 364",0,0
1,1,"Study 1, Cluster Number 365",0,0
1,0,"Study 1, Cluster Number 367",0,0
1,1,"Study 1, Cluster Number 370",0,0
1,1,"Study 1, Cluster Number 370",0,0
1,0,"Study 1, Cluster Number 371",0,0
1,0,"Study 1, Cluster Number 371",1,0
1,1,"Study 1, Cluster Number 373",0,0
1,1,"Study 1, Cluster Number 374",1,1
1,1,"Study 1, Cluster Number 376",0,0
1,1,"Study 1, Cluster Number 377",0,0
1,1,"Study 1, Cluster Number 377",1,1
1,1,"Study 1, Cluster Number 377",0,0
1,1,"Study 1, Cluster Number 378",0,0
1,1,"Study 1, Cluster Number 378",0,0
1,0,"Study 1, Cluster Number 379",0,0
1,0,"Study 1, Cluster Number 379",0,0
1,0,"Study 1, Cluster Number 380",0,0
1,0,"Study 1, Cluster Number 380",0,0
1,0,"Study 1, Cluster Number 380",0,0
1,0,"Study 1, Cluster Number 381",1,1
1,1,"Study 1, Cluster Number 382",0,0
1,0,"Study 1, Cluster Number 385",0,0
1,0,"Study 1, Cluster Number 385",0,0
1,1,"Study 1, Cluster Number 387",0,0
1,1,"Study 1, Cluster Number 387",0,0
1,1,"Study 1, Cluster Number 387",0,0
1,1,"Study 1, Cluster Number 387",0,0
1,1,"Study 1, Cluster Number 391",0,0
1,1,"Study 1, Cluster Number 391",0,0
1,0,"Study 1, Cluster Number 392",0,0
1,0,"Study 1, Cluster Number 392",0,0
1,1,"Study 1, Cluster Number 393",0,0
1,1,"Study 1, Cluster Number 393",1,1
1,0,"Study 1, Cluster Number 394",0,0
1,0,"Study 1, Cluster Number 396",0,0
1,1,"Study 1, Cluster Number 396",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",1,1
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 398",0,0
1,1,"Study 1, Cluster Number 399",0,0
1,1,"Study 1, Cluster Number 399",1,1
1,1,"Study 1, Cluster Number 400",0,0
1,1,"Study 1, Cluster Number 400",0,0
1,1,"Study 1, Cluster Number 401",0,0
1,1,"Study 1, Cluster Number 401",0,0
1,1,"Study 1, Cluster Number 401",0,0
1,1,"Study 1, Cluster Number 401",0,0
1,1,"Study 1, Cluster Number 402",1,1
1,1,"Study 1, Cluster Number 403",0,0
1,1,"Study 1, Cluster Number 403",0,0
1,1,"Study 1, Cluster Number 404",0,0
1,0,"Study 1, Cluster Number 405",1,1
1,1,"Study 1, Cluster Number 408",0,0
1,0,"Study 1, Cluster Number 409",0,0
1,1,"Study 1, Cluster Number 412",0,0
1,1,"Study 1, Cluster Number 412",0,0
1,1,"Study 1, Cluster Number 414",0,0
1,1,"Study 1, Cluster Number 414",0,0
1,1,"Study 1, Cluster Number 414",1,1
1,1,"Study 1, Cluster Number 414",1,0
1,1,"Study 1, Cluster Number 414",0,0
1,1,"Study 1, Cluster Number 414",0,0
1,1,"Study 1, Cluster Number 414",1,1
1,1,"Study 1, Cluster Number 415",0,0
1,0,"Study 1, Cluster Number 415",0,0
1,0,"Study 1, Cluster Number 415",0,0
1,0,"Study 1, Cluster Number 415",0,0
1,0,"Study 1, Cluster Number 415",0,0
1,0,"Study 1, Cluster Number 415",0,0
1,1,"Study 1, Cluster Number 416",0,0
1,1,"Study 1, Cluster Number 416",0,0
1,1,"Study 1, Cluster Number 416",0,0
1,0,"Study 1, Cluster Number 417",0,0
1,0,"Study 1, Cluster Number 417",1,0
1,1,"Study 1, Cluster Number 417",0,0
1,1,"Study 1, Cluster Number 418",0,0
1,1,"Study 1, Cluster Number 419",0,0
1,1,"Study 1, Cluster Number 422",0,0
1,0,"Study 1, Cluster Number 424",0,0
1,0,"Study 1, Cluster Number 426",0,0
1,0,"Study 1, Cluster Number 426",0,0
1,1,"Study 1, Cluster Number 427",0,0
1,1,"Study 1, Cluster Number 427",1,1
1,0,"Study 1, Cluster Number 427",0,0
1,1,"Study 1, Cluster Number 427",1,1
1,1,"Study 1, Cluster Number 427",1,1
1,1,"Study 1, Cluster Number 427",0,0
1,0,"Study 1, Cluster Number 427",1,1
1,1,"Study 1, Cluster Number 428",1,1
1,1,"Study 1, Cluster Number 429",0,0
1,1,"Study 1, Cluster Number 430",0,0
1,1,"Study 1, Cluster Number 430",0,0
1,1,"Study 1, Cluster Number 430",0,0
1,1,"Study 1, Cluster Number 431",0,0
1,1,"Study 1, Cluster Number 432",0,0
1,1,"Study 1, Cluster Number 434",0,0
1,1,"Study 1, Cluster Number 435",0,0
1,1,"Study 1, Cluster Number 436",1,1
1,0,"Study 1, Cluster Number 437",0,0
1,0,"Study 1, Cluster Number 437",0,0
1,0,"Study 1, Cluster Number 437",1,1
1,0,"Study 1, Cluster Number 437",0,0
1,1,"Study 1, Cluster Number 438",0,0
1,0,"Study 1, Cluster Number 439",0,0
1,1,"Study 1, Cluster Number 440",1,0
1,0,"Study 1, Cluster Number 441",0,0
1,0,"Study 1, Cluster Number 441",0,0
1,1,"Study 1, Cluster Number 441",0,0
1,0,"Study 1, Cluster Number 442",0,0
1,0,"Study 1, Cluster Number 443",1,1
1,0,"Study 1, Cluster Number 445",0,0
1,0,"Study 1, Cluster Number 446",0,0
1,0,"Study 1, Cluster Number 446",0,0
1,0,"Study 1, Cluster Number 447",0,0
1,1,"Study 1, Cluster Number 448",0,0
1,1,"Study 1, Cluster Number 449",0,0
1,1,"Study 1, Cluster Number 449",0,0
1,1,"Study 1, Cluster Number 450",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 451",0,0
1,1,"Study 1, Cluster Number 452",0,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",1,0
1,1,"Study 1, Cluster Number 453",0,0
1,1,"Study 1, Cluster Number 453",1,1
1,0,"Study 1, Cluster Number 454",1,0
1,0,"Study 1, Cluster Number 454",0,0
1,0,"Study 1, Cluster Number 454",0,0
1,1,"Study 1, Cluster Number 454",0,0
1,0,"Study 1, Cluster Number 454",0,0
1,0,"Study 1, Cluster Number 454",1,1
1,0,"Study 1, Cluster Number 454",0,0
1,0,"Study 1, Cluster Number 454",0,0
1,1,"Study 1, Cluster Number 457",0,0
1,1,"Study 1, Cluster Number 457",0,0
1,1,"Study 1, Cluster Number 458",0,0
1,1,"Study 1, Cluster Number 462",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",1,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,0,"Study 1, Cluster Number 463",0,0
1,1,"Study 1, Cluster Number 463",0,0
1,1,"Study 1, Cluster Number 464",0,0
1,1,"Study 1, Cluster Number 464",0,0
1,1,"Study 1, Cluster Number 464",0,0
1,1,"Study 1, Cluster Number 464",0,0
1,0,"Study 1, Cluster Number 464",0,0
1,1,"Study 1, Cluster Number 465",0,0
1,1,"Study 1, Cluster Number 465",0,0
1,1,"Study 1, Cluster Number 465",0,0
1,1,"Study 1, Cluster Number 466",0,0
1,1,"Study 1, Cluster Number 466",0,0
1,1,"Study 1, Cluster Number 466",0,0
1,1,"Study 1, Cluster Number 467",0,0
1,0,"Study 1, Cluster Number 468",0,0
1,1,"Study 1, Cluster Number 469",0,0
1,1,"Study 1, Cluster Number 469",0,0
1,0,"Study 1, Cluster Number 472",1,1
1,0,"Study 1, Cluster Number 472",1,1
1,0,"Study 1, Cluster Number 472",1,1
1,0,"Study 1, Cluster Number 472",0,0
1,0,"Study 1, Cluster Number 473",0,0
1,0,"Study 1, Cluster Number 473",1,1
1,0,"Study 1, Cluster Number 473",1,0
1,0,"Study 1, Cluster Number 473",1,1
1,1,"Study 1, Cluster Number 474",0,0
1,1,"Study 1, Cluster Number 478",0,0
1,1,"Study 1, Cluster Number 479",0,0
1,0,"Study 1, Cluster Number 483",0,0
1,0,"Study 1, Cluster Number 483",0,0
1,0,"Study 1, Cluster Number 484",0,0
1,0,"Study 1, Cluster Number 485",0,0
1,0,"Study 1, Cluster Number 485",0,0
1,1,"Study 1, Cluster Number 485",0,0
1,0,"Study 1, Cluster Number 487",0,0
1,0,"Study 1, Cluster Number 487",0,0
1,0,"Study 1, Cluster Number 488",0,0
1,0,"Study 1, Cluster Number 489",0,0
1,0,"Study 1, Cluster Number 489",0,0
1,1,"Study 1, Cluster Number 492",0,0
1,1,"Study 1, Cluster Number 492",1,1
1,1,"Study 1, Cluster Number 494",0,0
1,1,"Study 1, Cluster Number 494",0,0
1,1,"Study 1, Cluster Number 494",0,0
1,1,"Study 1, Cluster Number 494",0,0
1,0,"Study 1, Cluster Number 498",0,0
1,1,"Study 1, Cluster Number 500",0,0
1,1,"Study 1, Cluster Number 500",0,0
1,1,"Study 1, Cluster Number 500",0,0
1,1,"Study 1, Cluster Number 500",0,0
1,1,"Study 1, Cluster Number 501",0,0
1,0,"Study 1, Cluster Number 502",0,0
1,0,"Study 1, Cluster Number 502",0,0
1,1,"Study 1, Cluster Number 503",0,0
1,0,"Study 1, Cluster Number 504",0,0
1,1,"Study 1, Cluster Number 504",0,0
1,1,"Study 1, Cluster Number 504",0,0
1,1,"Study 1, Cluster Number 504",0,0
1,0,"Study 1, Cluster Number 505",1,1
1,1,"Study 1, Cluster Number 506",0,0
1,1,"Study 1, Cluster Number 506",0,0
1,1,"Study 1, Cluster Number 506",1,0
1,1,"Study 1, Cluster Number 506",0,0
1,1,"Study 1, Cluster Number 507",1,1
1,1,"Study 1, Cluster Number 508",0,0
1,0,"Study 1, Cluster Number 509",1,1
1,1,"Study 1, Cluster Number 510",0,0
1,1,"Study 1, Cluster Number 510",0,0
1,1,"Study 1, Cluster Number 510",0,0
1,1,"Study 1, Cluster Number 511",0,0
1,0,"Study 1, Cluster Number 513",0,0
1,0,"Study 1, Cluster Number 515",0,0
1,1,"Study 1, Cluster Number 517",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,1,"Study 1, Cluster Number 518",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",1,1
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",1,1
1,0,"Study 1, Cluster Number 519",1,1
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 519",0,0
1,0,"Study 1, Cluster Number 520",0,0
1,0,"Study 1, Cluster Number 520",0,0
1,0,"Study 1, Cluster Number 520",0,0
1,0,"Study 1, Cluster Number 520",0,0
1,0,"Study 1, Cluster Number 520",0,0
1,0,"Study 1, Cluster Number 521",0,0
1,0,"Study 1, Cluster Number 521",0,0
1,1,"Study 1, Cluster Number 522",0,0
1,1,"Study 1, Cluster Number 524",0,0
1,1,"Study 1, Cluster Number 524",1,0
1,1,"Study 1, Cluster Number 526",0,0
1,1,"Study 1, Cluster Number 526",0,0
1,1,"Study 1, Cluster Number 529",1,1
1,1,"Study 1, Cluster Number 529",0,0
1,1,"Study 1, Cluster Number 529",1,1
1,1,"Study 1, Cluster Number 529",0,0
1,1,"Study 1, Cluster Number 529",1,1
1,0,"Study 1, Cluster Number 530",0,0
1,0,"Study 1, Cluster Number 530",0,0
1,0,"Study 1, Cluster Number 530",0,0
1,0,"Study 1, Cluster Number 530",0,0
1,0,"Study 1, Cluster Number 530",0,0
1,1,"Study 1, Cluster Number 532",1,0
1,1,"Study 1, Cluster Number 532",0,0
1,1,"Study 1, Cluster Number 532",0,0
1,0,"Study 1, Cluster Number 533",0,0
1,1,"Study 1, Cluster Number 538",0,0
1,1,"Study 1, Cluster Number 538",0,0
1,0,"Study 1, Cluster Number 539",0,0
1,0,"Study 1, Cluster Number 540",0,0
1,1,"Study 1, Cluster Number 541",0,0
1,1,"Study 1, Cluster Number 542",0,0
1,1,"Study 1, Cluster Number 542",0,0
1,1,"Study 1, Cluster Number 543",0,0
1,1,"Study 1, Cluster Number 544",0,0
1,1,"Study 1, Cluster Number 544",0,0
1,0,"Study 1, Cluster Number 544",1,1
1,1,"Study 1, Cluster Number 544",0,0
1,1,"Study 1, Cluster Number 545",1,1
1,1,"Study 1, Cluster Number 552",1,1
1,1,"Study 1, Cluster Number 552",0,0
1,1,"Study 1, Cluster Number 552",0,0
1,0,"Study 1, Cluster Number 554",0,0
1,1,"Study 1, Cluster Number 554",0,0
1,0,"Study 1, Cluster Number 554",0,0
1,1,"Study 1, Cluster Number 556",0,0
1,1,"Study 1, Cluster Number 556",0,0
1,0,"Study 1, Cluster Number 557",0,0
1,0,"Study 1, Cluster Number 557",0,0
1,0,"Study 1, Cluster Number 557",0,0
1,0,"Study 1, Cluster Number 557",0,0
1,1,"Study 1, Cluster Number 558",0,0
1,0,"Study 1, Cluster Number 558",1,1
1,0,"Study 1, Cluster Number 559",0,0
1,0,"Study 1, Cluster Number 559",0,0
1,0,"Study 1, Cluster Number 559",0,0
1,0,"Study 1, Cluster Number 559",0,0
1,1,"Study 1, Cluster Number 560",0,0
1,1,"Study 1, Cluster Number 560",0,0
1,1,"Study 1, Cluster Number 560",0,0
1,1,"Study 1, Cluster Number 560",0,0
1,1,"Study 1, Cluster Number 560",0,0
1,1,"Study 1, Cluster Number 561",0,0
1,1,"Study 1, Cluster Number 562",0,0
1,1,"Study 1, Cluster Number 562",0,0
1,1,"Study 1, Cluster Number 563",0,0
1,1,"Study 1, Cluster Number 563",0,0
1,1,"Study 1, Cluster Number 565",0,0
1,0,"Study 1, Cluster Number 567",0,0
1,0,"Study 1, Cluster Number 568",0,0
1,1,"Study 1, Cluster Number 569",0,0
1,1,"Study 1, Cluster Number 569",0,0
1,1,"Study 1, Cluster Number 570",0,0
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",1,1
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",0,0
1,1,"Study 1, Cluster Number 571",1,1
1,1,"Study 1, Cluster Number 571",0,0
1,0,"Study 1, Cluster Number 572",0,0
1,1,"Study 1, Cluster Number 572",0,0
1,0,"Study 1, Cluster Number 572",0,0
1,1,"Study 1, Cluster Number 573",0,0
1,0,"Study 1, Cluster Number 573",0,0
1,1,"Study 1, Cluster Number 574",0,0
1,1,"Study 1, Cluster Number 574",0,0
1,1,"Study 1, Cluster Number 577",0,0
1,1,"Study 1, Cluster Number 578",0,0
1,1,"Study 1, Cluster Number 579",0,0
1,1,"Study 1, Cluster Number 579",0,0
1,1,"Study 1, Cluster Number 579",0,0
1,1,"Study 1, Cluster Number 579",0,0
1,1,"Study 1, Cluster Number 579",0,0
1,1,"Study 1, Cluster Number 580",0,0
1,1,"Study 1, Cluster Number 580",0,0
1,1,"Study 1, Cluster Number 580",0,0
1,1,"Study 1, Cluster Number 580",0,0
1,1,"Study 1, Cluster Number 581",1,1
1,1,"Study 1, Cluster Number 584",1,1
1,1,"Study 1, Cluster Number 585",0,0
1,0,"Study 1, Cluster Number 587",0,0
1,0,"Study 1, Cluster Number 589",0,0
1,0,"Study 1, Cluster Number 589",0,0
1,1,"Study 1, Cluster Number 590",1,0
1,1,"Study 1, Cluster Number 591",0,0
1,1,"Study 1, Cluster Number 591",0,0
1,0,"Study 1, Cluster Number 592",0,0
1,1,"Study 1, Cluster Number 592",1,1
1,0,"Study 1, Cluster Number 594",0,0
1,0,"Study 1, Cluster Number 594",0,0
1,0,"Study 1, Cluster Number 594",0,0
1,0,"Study 1, Cluster Number 595",0,0
1,0,"Study 1, Cluster Number 595",0,0
1,0,"Study 1, Cluster Number 599",0,0
1,0,"Study 1, Cluster Number 599",0,0
1,0,"Study 1, Cluster Number 600",0,0
1,1,"Study 1, Cluster Number 602",0,0
1,1,"Study 1, Cluster Number 602",1,1
1,0,"Study 1, Cluster Number 603",0,0
1,0,"Study 1, Cluster Number 603",0,0
1,0,"Study 1, Cluster Number 607",0,0
1,1,"Study 1, Cluster Number 607",0,0
1,0,"Study 1, Cluster Number 607",0,0
1,0,"Study 1, Cluster Number 608",0,0
1,1,"Study 1, Cluster Number 609",0,0
1,1,"Study 1, Cluster Number 609",0,0
1,1,"Study 1, Cluster Number 610",0,0
1,1,"Study 1, Cluster Number 610",0,0
1,1,"Study 1, Cluster Number 610",0,0
1,1,"Study 1, Cluster Number 613",0,0
1,1,"Study 1, Cluster Number 615",0,0
1,0,"Study 1, Cluster Number 616",0,0
1,0,"Study 1, Cluster Number 617",0,0
1,0,"Study 1, Cluster Number 617",0,0
1,0,"Study 1, Cluster Number 618",0,0
1,0,"Study 1, Cluster Number 618",0,0
1,1,"Study 1, Cluster Number 619",1,1
1,1,"Study 1, Cluster Number 621",0,0
1,1,"Study 1, Cluster Number 621",0,0
1,1,"Study 1, Cluster Number 621",1,1
1,0,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",1,1
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,1,"Study 1, Cluster Number 623",0,0
1,0,"Study 1, Cluster Number 624",1,1
1,1,"Study 1, Cluster Number 625",0,0
1,1,"Study 1, Cluster Number 625",0,0
1,1,"Study 1, Cluster Number 625",0,0
1,1,"Study 1, Cluster Number 625",1,0
1,1,"Study 1, Cluster Number 626",0,0
1,1,"Study 1, Cluster Number 626",1,0
1,1,"Study 1, Cluster Number 626",1,1
1,0,"Study 1, Cluster Number 627",0,0
1,0,"Study 1, Cluster Number 627",0,0
1,1,"Study 1, Cluster Number 631",1,0
1,1,"Study 1, Cluster Number 631",0,0
1,1,"Study 1, Cluster Number 631",1,0
1,1,"Study 1, Cluster Number 632",1,0
1,0,"Study 1, Cluster Number 635",0,0
1,0,"Study 1, Cluster Number 635",0,0
1,0,"Study 1, Cluster Number 635",0,0
1,0,"Study 1, Cluster Number 636",0,0
1,1,"Study 1, Cluster Number 638",0,0
1,0,"Study 1, Cluster Number 639",0,0
1,1,"Study 1, Cluster Number 640",1,1
1,1,"Study 1, Cluster Number 640",0,0
1,1,"Study 1, Cluster Number 641",0,0
1,1,"Study 1, Cluster Number 641",0,0
1,1,"Study 1, Cluster Number 641",0,0
1,1,"Study 1, Cluster Number 641",0,0
1,0,"Study 1, Cluster Number 641",0,0
1,1,"Study 1, Cluster Number 641",0,0
1,0,"Study 1, Cluster Number 641",0,0
1,0,"Study 1, Cluster Number 642",1,1
1,1,"Study 1, Cluster Number 642",0,0
1,1,"Study 1, Cluster Number 642",0,0
1,0,"Study 1, Cluster Number 643",0,0
1,0,"Study 1, Cluster Number 643",1,1
1,1,"Study 1, Cluster Number 644",0,0
1,1,"Study 1, Cluster Number 644",0,0
1,1,"Study 1, Cluster Number 645",0,0
1,1,"Study 1, Cluster Number 646",1,0
1,1,"Study 1, Cluster Number 646",0,0
1,1,"Study 1, Cluster Number 646",1,1
1,1,"Study 1, Cluster Number 646",0,0
1,0,"Study 1, Cluster Number 647",0,0
1,0,"Study 1, Cluster Number 647",0,0
1,1,"Study 1, Cluster Number 649",0,0
1,0,"Study 1, Cluster Number 650",0,0
1,1,"Study 1, Cluster Number 652",0,0
1,0,"Study 1, Cluster Number 653",0,0
1,0,"Study 1, Cluster Number 653",0,0
1,0,"Study 1, Cluster Number 653",0,0
1,0,"Study 1, Cluster Number 653",0,0
1,1,"Study 1, Cluster Number 654",0,0
1,0,"Study 1, Cluster Number 655",1,0
1,1,"Study 1, Cluster Number 656",1,1
1,0,"Study 1, Cluster Number 658",0,0
1,0,"Study 1, Cluster Number 658",1,1
1,0,"Study 1, Cluster Number 658",1,0
1,0,"Study 1, Cluster Number 658",0,0
1,0,"Study 1, Cluster Number 658",1,1
1,0,"Study 1, Cluster Number 658",1,0
1,0,"Study 1, Cluster Number 658",0,0
1,1,"Study 1, Cluster Number 659",0,0
1,1,"Study 1, Cluster Number 659",0,0
1,1,"Study 1, Cluster Number 659",1,1
1,0,"Study 1, Cluster Number 660",0,0
1,0,"Study 1, Cluster Number 660",0,0
1,0,"Study 1, Cluster Number 660",0,0
1,1,"Study 1, Cluster Number 660",0,0
1,0,"Study 1, Cluster Number 661",0,0
1,0,"Study 1, Cluster Number 661",1,1
1,0,"Study 1, Cluster Number 661",1,1
1,0,"Study 1, Cluster Number 661",0,0
1,1,"Study 1, Cluster Number 662",0,0
1,0,"Study 1, Cluster Number 663",0,0
1,0,"Study 1, Cluster Number 665",0,0
1,0,"Study 1, Cluster Number 669",1,0
1,1,"Study 1, Cluster Number 670",0,0
1,1,"Study 1, Cluster Number 671",1,1
1,0,"Study 1, Cluster Number 672",0,0
1,0,"Study 1, Cluster Number 672",0,0
1,0,"Study 1, Cluster Number 672",1,0
1,0,"Study 1, Cluster Number 673",0,0
1,0,"Study 1, Cluster Number 673",1,1
1,0,"Study 1, Cluster Number 673",1,1
1,0,"Study 1, Cluster Number 673",0,0
1,0,"Study 1, Cluster Number 673",0,0
1,0,"Study 1, Cluster Number 673",0,0
1,1,"Study 1, Cluster Number 674",0,0
1,1,"Study 1, Cluster Number 675",1,1
1,1,"Study 1, Cluster Number 675",1,1
1,1,"Study 1, Cluster Number 676",1,1
1,0,"Study 1, Cluster Number 678",1,0
1,0,"Study 1, Cluster Number 681",0,0
1,0,"Study 1, Cluster Number 681",1,1
1,0,"Study 1, Cluster Number 681",0,0
1,0,"Study 1, Cluster Number 681",0,0
1,0,"Study 1, Cluster Number 681",0,0
1,0,"Study 1, Cluster Number 681",0,0
1,0,"Study 1, Cluster Number 682",1,1
1,0,"Study 1, Cluster Number 682",0,0
1,1,"Study 1, Cluster Number 682",1,1
1,0,"Study 1, Cluster Number 682",0,0
1,0,"Study 1, Cluster Number 683",0,0
1,1,"Study 1, Cluster Number 683",1,1
1,1,"Study 1, Cluster Number 685",0,0
1,1,"Study 1, Cluster Number 685",0,0
1,1,"Study 1, Cluster Number 686",0,0
1,0,"Study 1, Cluster Number 686",0,0
1,0,"Study 1, Cluster Number 687",1,0
1,1,"Study 1, Cluster Number 688",0,0
1,0,"Study 1, Cluster Number 688",0,0
1,1,"Study 1, Cluster Number 690",0,0
1,1,"Study 1, Cluster Number 691",0,0
1,1,"Study 1, Cluster Number 691",0,0
1,1,"Study 1, Cluster Number 691",0,0
1,1,"Study 1, Cluster Number 693",1,1
1,0,"Study 1, Cluster Number 695",0,0
1,0,"Study 1, Cluster Number 695",0,0
1,0,"Study 1, Cluster Number 695",0,0
1,0,"Study 1, Cluster Number 695",0,0
1,0,"Study 1, Cluster Number 695",0,0
1,1,"Study 1, Cluster Number 695",0,0
1,1,"Study 1, Cluster Number 696",0,0
1,0,"Study 1, Cluster Number 697",1,1
1,0,"Study 1, Cluster Number 698",1,1
1,0,"Study 1, Cluster Number 699",0,0
1,0,"Study 1, Cluster Number 699",0,0
1,1,"Study 1, Cluster Number 701",0,0
1,1,"Study 1, Cluster Number 702",0,0
1,1,"Study 1, Cluster Number 702",0,0
1,1,"Study 1, Cluster Number 702",0,0
1,1,"Study 1, Cluster Number 702",0,0
1,1,"Study 1, Cluster Number 703",0,0
1,1,"Study 1, Cluster Number 703",0,0
1,1,"Study 1, Cluster Number 703",1,1
1,1,"Study 1, Cluster Number 705",0,0
1,1,"Study 1, Cluster Number 707",0,0
1,0,"Study 1, Cluster Number 709",0,0
1,1,"Study 1, Cluster Number 709",0,0
1,1,"Study 1, Cluster Number 709",0,0
1,1,"Study 1, Cluster Number 709",0,0
1,0,"Study 1, Cluster Number 710",0,0
1,0,"Study 1, Cluster Number 710",0,0
1,1,"Study 1, Cluster Number 711",0,0
1,1,"Study 1, Cluster Number 713",0,0
1,1,"Study 1, Cluster Number 714",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,0,"Study 1, Cluster Number 715",0,0
1,1,"Study 1, Cluster Number 716",1,0
1,1,"Study 1, Cluster Number 716",1,1
1,1,"Study 1, Cluster Number 716",0,0
1,0,"Study 1, Cluster Number 716",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 717",0,0
1,1,"Study 1, Cluster Number 718",0,0
1,1,"Study 1, Cluster Number 718",0,0
1,1,"Study 1, Cluster Number 718",0,0
1,1,"Study 1, Cluster Number 718",0,0
1,1,"Study 1, Cluster Number 718",0,0
1,1,"Study 1, Cluster Number 719",1,1
1,1,"Study 1, Cluster Number 719",0,0
1,0,"Study 1, Cluster Number 720",0,0
1,0,"Study 1, Cluster Number 720",0,0
1,0,"Study 1, Cluster Number 720",0,0
1,1,"Study 1, Cluster Number 721",1,1
1,0,"Study 1, Cluster Number 721",0,0
1,0,"Study 1, Cluster Number 721",0,0
1,0,"Study 1, Cluster Number 721",1,1
1,1,"Study 1, Cluster Number 723",0,0
1,1,"Study 1, Cluster Number 723",1,1
1,1,"Study 1, Cluster Number 723",1,1
1,0,"Study 1, Cluster Number 724",0,0
1,1,"Study 1, Cluster Number 724",0,0
1,1,"Study 1, Cluster Number 724",0,0
1,0,"Study 1, Cluster Number 726",0,0
1,1,"Study 1, Cluster Number 729",0,0
1,1,"Study 1, Cluster Number 729",0,0
1,1,"Study 1, Cluster Number 730",0,0
1,1,"Study 1, Cluster Number 730",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,1,"Study 1, Cluster Number 731",1,1
1,1,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 731",0,0
1,0,"Study 1, Cluster Number 732",1,1
1,1,"Study 1, Cluster Number 732",0,0
